utilization,age,past_due_30_59,debt_ratio,monthly_income,open_credit_lines,past_due_90,real_estate_loans,past_due_60_89,num_dependents,default
0.034265648,72,0.0,0.057647963,1300.0,9,0.0,0,0.0,0.0,0
0.067538998,39,0.0,0.197960408,5000.0,5,0.0,1,0.0,0.0,0
0.110514683,35,0.0,0.240258883,7570.0,8,0.0,1,0.0,0.0,0
0.431243448,72,0.0,1267.0,0.0,11,0.0,1,0.0,0.0,0
0.059307307,72,0.0,0.04492923,7700.0,7,0.0,1,0.0,0.0,0
0.869626075,48,0.0,1267.0,5400.0,6,0.0,1,0.0,0.0,0
0.319928783,46,0.0,0.085296783,10750.0,10,0.0,0,0.0,4.0,0
0.981277593259,42,0.0,0.0,2100.0,0,0.0,0,0.0,1.0,0
0.0,74,0.0,0.002398082,1250.0,11,0.0,0,0.0,0.0,0
0.968342127,33,0.0,1.409415121,700.0,5,0.0,0,0.0,2.0,1
0.981277593259,64,1.0,0.452886248,2355.0,8,0.0,1,0.0,0.0,0
0.039790009,38,0.0,64.0,5400.0,4,0.0,0,0.0,0.0,0
0.0,44,0.0,0.15177219,3300.0,6,0.0,0,0.0,1.0,0
0.255450308,83,0.0,0.011318619,5300.0,6,0.0,0,0.0,0.0,1
0.500901984,40,0.0,0.455351237,7558.0,9,0.0,3,0.0,2.0,0
0.010999872,71,0.0,26.0,5400.0,13,0.0,0,0.0,0.0,0
0.251357113,35,0.0,0.448896984,4940.0,13,0.0,1,0.0,2.0,0
0.981277593259,71,0.0,1267.0,5400.0,3,0.0,1,0.0,0.0,0
0.033098897,62,0.0,0.015255129,1900.0,1,0.0,0,0.0,1.0,0
0.248267858,52,0.0,0.832756632,2600.0,6,0.0,1,0.0,2.0,0
0.714057189,35,0.0,0.272211414,6167.0,5,0.0,1,0.0,0.0,0
0.437451097,47,0.0,1267.0,5400.0,14,0.0,2,0.0,2.0,0
0.195373098,38,0.0,0.211663067,4166.0,8,0.0,1,0.0,1.0,0
0.981277593259,42,1.0,0.653272845,1542.0,6,0.0,0,0.0,1.0,0
0.033284129,65,0.0,0.003029844,6600.0,5,0.0,0,0.0,0.0,0
0.451863785,55,0.0,0.527655155,3850.0,7,0.0,1,0.0,1.0,0
0.184153851,46,0.0,1.288347391,3200.0,12,0.0,2,0.0,1.0,0
0.933708027,56,1.0,0.28797954,1954.0,7,0.0,0,0.0,1.0,0
0.005296498,60,0.0,1267.0,5400.0,5,0.0,2,0.0,0.0,0
0.029518922,43,1.0,0.309257113,7766.0,10,0.0,2,0.0,2.0,0
0.004856753,63,0.0,1267.0,5400.0,11,0.0,2,0.0,0.0,0
0.0,51,0.0,0.1538951,10750.0,4,0.0,1,0.0,2.0,0
0.774537577,28,0.0,0.055577769,2500.0,1,0.0,0,0.0,0.0,0
0.981277593259,49,0.0,1267.0,5400.0,10,0.0,1,0.0,0.0,0
0.079540301,63,0.0,0.093575535,10750.0,18,0.0,1,0.0,1.0,0
0.062025345,58,0.0,0.236634265,6583.0,7,0.0,2,0.0,0.0,0
0.260829567,55,0.0,197.0,5400.0,5,0.0,0,0.0,0.0,0
0.001428435,36,1.0,0.352607899,6000.0,11,0.0,1,0.0,0.0,0
0.008287575,41,0.0,0.369375803,7000.0,7,0.0,2,0.0,2.0,0
0.069025187,31,0.0,0.436284312,5500.0,9,0.0,2,0.0,1.0,0
0.981277593259,41,0.0,0.0,3000.0,0,0.0,0,0.0,2.0,0
0.282711455,63,0.0,0.393590148,6333.0,11,0.0,1,0.0,0.0,0
0.056915848,56,0.0,0.328213743,10750.0,21,0.0,2,0.0,1.0,0
0.115206006,80,0.0,0.452312139,3459.0,8,0.0,2,0.0,0.0,0
0.008799413,75,0.0,21.0,5400.0,2,0.0,0,0.0,0.0,0
0.01569177,63,0.0,0.507323569,750.0,6,0.0,0,0.0,0.0,0
0.0,57,0.0,0.0,5400.0,5,0.0,0,0.0,1.0,0
0.014491218,60,0.0,0.010639645,7894.0,8,0.0,0,0.0,0.0,0
0.120561869,41,0.0,1267.0,5400.0,6,0.0,2,0.0,0.0,0
0.22475646,64,0.0,0.437731196,3243.0,14,0.0,1,0.0,0.0,0
0.122289387,57,0.0,0.410552764,5969.0,15,0.0,1,0.0,4.0,0
0.981277593259,63,0.0,0.13437268,4040.0,6,0.0,1,0.0,0.0,0
0.612506455,56,1.0,0.155066418,10750.0,9,0.0,1,0.0,0.0,0
0.000920217,36,0.0,0.273918129,4274.0,8,0.0,2,0.0,2.0,0
0.475276236,29,0.0,0.541051835,5285.0,4,0.0,2,0.0,3.0,0
0.0,43,0.0,0.614815767,10750.0,7,0.0,2,0.0,2.0,0
0.840053316,35,1.0,0.183475448,3400.0,11,0.0,0,0.0,0.0,0
0.0,39,0.0,0.185339442,2400.0,6,0.0,0,0.0,0.0,0
0.166132588,56,0.0,1267.0,5400.0,14,0.0,2,0.0,2.0,0
0.013817344,49,1.0,0.396765878,4266.0,14,0.0,1,0.0,0.0,0
0.051430886,79,0.0,0.073570572,5001.0,15,0.0,0,0.0,0.0,0
0.01889116,62,0.0,0.638594365,3300.0,8,0.0,2,0.0,0.0,0
0.742673993,31,1.0,1267.0,5400.0,7,0.0,1,0.0,0.0,1
0.000785686,91,0.0,0.0,5700.0,3,0.0,0,0.0,0.0,0
0.464163233,62,0.0,0.187237719,8101.0,11,0.0,1,0.0,0.0,0
0.82256518,60,1.0,0.46057971,3449.0,17,0.0,1,0.0,0.0,0
0.196853133,64,0.0,0.506311711,8000.0,13,0.0,2,0.0,1.0,0
0.735473758,58,1.0,0.824497768,3583.0,13,0.0,3,0.0,1.0,1
0.911385979,49,0.0,0.887222743,3200.0,8,0.0,1,0.0,0.0,0
0.002818054,58,0.0,0.207185211,8600.0,6,0.0,1,0.0,2.0,0
0.08719027,52,0.0,0.366043325,5400.0,10,0.0,2,0.0,0.0,0
0.034858646,79,0.0,0.14263658,8419.0,14,0.0,1,0.0,0.0,0
0.750260362,59,0.0,0.212889356,10750.0,6,0.0,2,0.0,0.0,0
0.981277593259,45,0.0,0.07522666,4080.0,4,0.0,0,0.0,2.0,1
0.062288796,63,0.0,136.0,5400.0,5,0.0,0,0.0,0.0,0
0.028127218,42,1.0,0.468236053,3100.0,9,0.0,1,0.0,0.0,0
0.206684993,42,0.0,0.591147073,2100.0,9,0.0,2,0.0,3.0,0
0.484775761,56,0.0,0.560347786,8740.0,6,0.0,3,0.0,0.0,0
0.015199797,51,0.0,81.0,5400.0,10,0.0,0,0.0,0.0,0
0.0,71,0.0,0.146023468,2300.0,3,0.0,0,0.0,0.0,0
0.025864404,61,0.0,1267.0,5400.0,14,0.0,6,0.0,0.0,0
0.001087681,63,0.0,1267.0,5400.0,5,0.0,2,0.0,0.0,0
0.161233098,46,0.0,0.578284343,5000.0,13,0.0,1,0.0,0.0,0
0.0,33,0.0,69.0,5400.0,3,0.0,0,0.0,0.0,0
0.011394525,65,0.0,0.105982019,5783.0,8,0.0,1,0.0,1.0,0
0.014575205,41,0.0,1267.0,5400.0,8,0.0,1,0.0,2.0,0
0.060157392,48,0.0,0.190216137,10750.0,12,0.0,1,0.0,7.0,0
0.015194774,63,0.0,1267.0,0.0,15,0.0,1,0.0,0.0,0
0.84236832,26,1.0,0.043304464,1500.0,3,0.0,0,0.0,0.0,1
0.810536075,72,0.0,1267.0,5400.0,12,0.0,1,0.0,0.0,0
0.981277593259,26,0.0,174.0,5400.0,4,0.0,0,0.0,0.0,1
0.11039724,70,0.0,0.129398148,10750.0,9,0.0,1,0.0,0.0,0
0.029900741,30,0.0,0.116983288,7000.0,9,0.0,0,0.0,0.0,0
0.001309493,67,0.0,0.211515394,2500.0,6,0.0,1,0.0,0.0,0
0.007067267,38,0.0,0.10043172,4400.0,7,0.0,1,0.0,0.0,0
0.981277593259,38,0.0,0.0,5400.0,1,0.0,0,0.0,0.0,0
0.450280504,50,0.0,0.110540203,7200.0,6,0.0,0,0.0,0.0,0
0.545804169,45,1.0,0.426038377,4116.0,3,0.0,1,0.0,0.0,1
0.307969692,53,1.0,0.936531734,2000.0,10,0.0,1,0.0,0.0,0
0.981277593259,53,1.0,758.0,5400.0,3,0.0,0,0.0,1.0,1
0.194823305,43,0.0,0.160858697,6800.0,11,0.0,0,0.0,2.0,0
0.071907907,62,0.0,0.181205165,6969.0,8,0.0,1,0.0,0.0,0
0.019966722,39,0.0,0.329037992,4500.0,6,0.0,1,0.0,0.0,0
0.154942253,48,1.0,1267.0,5400.0,10,0.0,4,0.0,0.0,0
0.913529154,66,1.0,0.550632022,10750.0,16,0.0,2,0.0,0.0,0
0.129960352,38,0.0,0.268924526,8916.0,4,0.0,1,0.0,2.0,0
0.981277593259,58,0.0,0.027315123,1500.0,5,0.0,0,0.0,0.0,0
0.002919473,63,0.0,1260.0,5400.0,5,0.0,1,0.0,0.0,0
0.930667359,35,1.0,706.0,5400.0,7,0.0,0,0.0,0.0,1
0.0,35,0.0,0.056158264,4700.0,4,0.0,0,0.0,0.0,0
0.106851785,61,0.0,0.320949203,10750.0,32,0.0,2,0.0,1.0,0
0.064214811,46,0.0,1267.0,5400.0,8,0.0,1,0.0,0.0,0
0.0,34,0.0,0.434477168,3700.0,5,0.0,1,0.0,1.0,0
0.48770246,31,0.0,197.0,5400.0,3,0.0,0,0.0,0.0,0
0.35258342,49,1.0,0.275987938,6300.0,11,0.0,1,0.0,4.0,1
0.458363474,48,0.0,0.524838013,8333.0,12,0.0,2,0.0,3.0,0
0.981277593259,32,0.0,0.128749579,2966.0,1,0.0,0,0.0,0.0,0
0.030356368,35,0.0,0.249833356,7500.0,7,0.0,1,0.0,2.0,0
0.981277593259,40,0.0,0.552861785,4000.0,10,0.0,0,0.0,0.0,0
0.093777491,57,0.0,0.068489714,3985.0,8,0.0,0,0.0,0.0,0
0.034043907,37,0.0,0.061375173,6500.0,7,0.0,0,0.0,1.0,0
0.455769615,62,1.0,0.127436282,2000.0,10,0.0,0,0.0,0.0,0
0.005110106,53,0.0,7.0,5400.0,5,0.0,0,0.0,0.0,0
0.449883786,72,0.0,0.275778613,10750.0,11,0.0,1,0.0,0.0,0
0.442765822,63,0.0,0.785801714,3267.0,15,0.0,0,0.0,0.0,0
0.071640299,58,0.0,0.271403465,3982.0,9,0.0,1,0.0,0.0,0
0.182584548,67,0.0,0.331016825,5467.0,15,0.0,1,0.0,1.0,0
0.257522906,29,0.0,0.697862694,3087.0,6,0.0,1,0.0,0.0,0
0.11311054,63,0.0,1267.0,5400.0,7,0.0,2,0.0,0.0,0
0.0,26,0.0,0.0,5000.0,1,0.0,0,0.0,1.0,0
0.965438446,41,1.0,0.117397715,5425.0,4,0.0,1,0.0,1.0,1
0.052785155,65,0.0,0.738048717,7676.0,7,0.0,3,0.0,0.0,0
0.149396265,31,0.0,0.598100475,4000.0,5,0.0,2,0.0,0.0,0
0.981277593259,27,0.0,0.025851939,850.0,0,0.0,0,0.0,0.0,0
0.00261381,80,0.0,17.0,5400.0,9,0.0,0,0.0,1.0,0
0.262315846,69,0.0,0.041682491,10531.0,5,0.0,1,0.0,0.0,0
0.981277593259,49,0.0,1267.0,5400.0,1,0.0,1,0.0,3.0,1
0.181967144,28,0.0,0.193512553,4500.0,13,0.0,0,0.0,0.0,0
0.850018027,48,1.0,0.381540889,10750.0,18,0.0,2,0.0,2.0,0
0.036602897,57,0.0,1267.0,5400.0,4,0.0,2,0.0,0.0,0
0.667205798,51,1.0,0.542664819,5050.0,11,0.0,0,0.0,0.0,1
0.024586096,44,0.0,0.168590272,7277.0,14,0.0,1,0.0,0.0,0
0.981277593259,61,0.0,0.424572317,4500.0,7,0.0,2,0.0,0.0,0
0.418538579,47,0.0,1.087703912,5700.0,25,0.0,7,0.0,4.0,1
0.981277593259,59,0.0,1267.0,5400.0,14,0.0,2,0.0,0.0,0
0.981277593259,43,0.0,0.0,2298.0,1,0.0,0,0.0,3.0,0
0.544497658,32,1.0,0.166766647,6667.0,5,0.0,0,0.0,0.0,0
0.075784843,27,0.0,0.061518325,6875.0,5,0.0,0,0.0,0.0,0
0.015129056,58,0.0,0.210685866,7916.0,7,0.0,1,0.0,1.0,0
0.031778166,54,0.0,0.149606299,8000.0,8,0.0,1,0.0,0.0,0
0.016065596,43,0.0,0.235393326,8300.0,5,0.0,1,0.0,0.0,0
0.206421413,57,0.0,1267.0,5400.0,14,0.0,2,0.0,2.0,0
0.335416536,26,0.0,0.24484799,4900.0,5,0.0,0,0.0,2.0,0
0.17994216,41,1.0,0.216015279,10750.0,12,0.0,2,0.0,2.0,0
0.686493217,46,0.0,0.632982225,6075.0,9,0.0,2,0.0,1.0,0
0.003701064,62,0.0,1267.0,0.0,8,0.0,2,0.0,0.0,0
0.012571265,44,0.0,0.20089955,2000.0,23,0.0,0,0.0,0.0,0
0.003032916,49,0.0,0.377152227,7317.0,10,0.0,1,0.0,0.0,0
0.935638409,51,1.0,0.307613432,3900.0,4,0.0,0,0.0,0.0,1
0.154256404,71,0.0,1.075584883,5000.0,21,0.0,2,0.0,0.0,0
0.003289807,53,0.0,0.20794305,10675.0,11,0.0,2,0.0,1.0,0
0.970501475,54,0.0,0.363148805,10750.0,13,0.0,2,0.0,3.0,0
0.041228219,59,0.0,0.085832949,6500.0,5,0.0,0,0.0,0.0,0
0.387173019,62,1.0,0.39699115,10750.0,12,0.0,2,0.0,0.0,0
0.397553845,51,0.0,1267.0,5400.0,17,0.0,0,0.0,1.0,0
0.956452431,41,1.0,0.661167788,4606.0,9,0.0,2,0.0,2.0,0
0.947501989,49,1.0,0.952641549,4750.0,13,0.0,3,0.0,2.0,1
0.409889289,38,0.0,0.782426778,2150.0,8,0.0,1,0.0,1.0,0
0.364958614,45,1.0,0.448282131,5500.0,9,0.0,2,0.0,0.0,0
0.081254247,32,0.0,0.053459119,6041.0,3,0.0,0,0.0,0.0,0
0.090323729,61,1.0,0.519616145,3542.0,11,0.0,1,0.0,1.0,0
0.020940878,63,0.0,0.345755694,4346.0,15,0.0,2,0.0,0.0,0
0.223525134,62,1.0,79.0,5400.0,8,0.0,0,0.0,2.0,0
0.296364497,64,0.0,709.0,5400.0,8,0.0,0,0.0,0.0,0
0.00800391,55,0.0,0.773232984,9167.0,15,0.0,3,0.0,0.0,0
0.981277593259,42,0.0,0.463774912,4264.0,3,0.0,1,0.0,1.0,0
0.981277593259,49,0.0,93.0,5400.0,0,0.0,0,0.0,0.0,1
0.014817134,62,0.0,0.005998081,4167.0,3,0.0,0,0.0,0.0,0
0.268307395,80,0.0,1267.0,5400.0,9,0.0,1,0.0,0.0,0
0.034327385,45,0.0,0.148053059,4673.0,9,0.0,1,0.0,3.0,0
0.151407558,52,0.0,1267.0,5400.0,4,0.0,1,0.0,0.0,0
0.60688901,43,0.0,1000.0,0.0,8,0.0,0,0.0,3.0,0
0.0,46,0.0,0.214126725,6738.0,4,0.0,2,0.0,3.0,1
0.981277593259,72,0.0,1267.0,5400.0,5,0.0,1,0.0,0.0,0
0.001180768,34,0.0,0.256249583,10750.0,12,0.0,3,0.0,1.0,0
0.509549682,64,0.0,0.2389047,10750.0,9,0.0,2,0.0,4.0,0
0.164553784,27,0.0,0.408998334,5400.0,5,0.0,2,0.0,0.0,0
0.540264367,50,0.0,0.235266439,8500.0,11,0.0,3,0.0,2.0,0
0.536612778,60,0.0,0.274921688,5426.0,17,0.0,1,0.0,0.0,0
0.00130166,63,1.0,447.0,5400.0,13,0.0,1,0.0,0.0,0
0.818295426,45,0.0,528.0,5400.0,6,0.0,0,0.0,0.0,0
0.981277593259,24,0.0,0.0,1120.0,0,0.0,0,0.0,0.0,0
0.318766067,28,0.0,0.090500281,3557.0,2,0.0,0,0.0,0.0,0
0.233833888,45,0.0,0.130703508,5500.0,10,0.0,0,0.0,1.0,0
0.0,42,1.0,0.367098625,10108.0,6,0.0,2,0.0,2.0,0
0.075805914,44,0.0,47.0,5400.0,2,0.0,0,0.0,3.0,0
0.674016335,51,0.0,0.645694481,3750.0,17,0.0,0,0.0,0.0,0
0.0,58,0.0,0.0,5400.0,6,0.0,0,0.0,0.0,0
0.067068449,65,0.0,0.004832931,10750.0,6,0.0,0,0.0,1.0,0
0.065637375,51,0.0,0.005155193,9310.0,6,0.0,0,0.0,1.0,0
0.698161883,53,0.0,0.295252474,5960.0,3,0.0,1,0.0,3.0,1
0.981277593259,38,0.0,0.243199529,6800.0,11,0.0,0,0.0,0.0,1
0.071913822,52,0.0,0.312592776,8083.0,7,0.0,1,0.0,3.0,0
0.136149924,32,0.0,0.099816007,6521.0,8,0.0,0,0.0,0.0,0
0.179512732,64,0.0,0.257778902,3952.0,7,0.0,1,0.0,0.0,0
0.019400617,93,0.0,0.00539892,3333.0,4,0.0,0,0.0,0.0,0
0.981277593259,67,1.0,706.0,5400.0,2,0.0,0,0.0,0.0,1
0.518812324,49,0.0,0.40291177,5700.0,11,0.0,2,0.0,2.0,0
0.605339466,45,0.0,0.474274567,4100.0,4,0.0,1,0.0,2.0,0
0.350875312,59,1.0,0.33259587,6779.0,13,0.0,2,0.0,1.0,0
0.204526608,55,0.0,0.164646836,8168.0,8,0.0,1,0.0,0.0,0
0.873127734,34,0.0,1.96310241,2655.0,11,0.0,0,0.0,2.0,1
0.539263085,57,0.0,0.267867519,6883.0,7,0.0,2,0.0,0.0,0
0.017178883,44,0.0,1.361799625,4800.0,18,0.0,4,0.0,4.0,0
0.003125722,60,0.0,1267.0,5400.0,14,0.0,1,0.0,1.0,0
0.981277593259,73,0.0,0.0,2912.0,1,0.0,0,0.0,0.0,0
0.0,56,0.0,0.315498392,7774.0,6,0.0,2,0.0,2.0,0
0.162052217,34,0.0,0.416633347,2500.0,7,0.0,0,0.0,0.0,0
0.001586862,58,0.0,0.209158168,5000.0,8,0.0,2,0.0,1.0,0
0.038022104,74,0.0,0.139440065,3678.0,16,0.0,1,0.0,0.0,0
0.808175346,65,0.0,0.390706023,5013.0,9,0.0,1,0.0,0.0,0
0.273151233,29,0.0,0.302246715,2358.0,11,0.0,0,0.0,0.0,1
0.0,67,0.0,0.353865381,5600.0,11,0.0,1,0.0,0.0,0
0.564042532,29,1.0,1037.0,5400.0,9,0.0,0,0.0,0.0,0
0.960719897,45,1.0,0.457198761,6132.0,12,0.0,0,0.0,4.0,1
0.035879587,45,0.0,0.571848657,5100.0,11,0.0,1,0.0,3.0,0
0.007502644,70,0.0,0.023990404,2500.0,12,0.0,1,0.0,0.0,0
0.0,50,0.0,0.004299342,7442.0,9,0.0,0,0.0,0.0,0
0.0,75,0.0,0.000374953,2666.0,7,0.0,0,0.0,0.0,0
0.546491068,53,1.0,0.301222549,8833.0,8,0.0,1,0.0,2.0,0
0.867292142,28,0.0,0.182064237,5541.0,4,0.0,0,0.0,0.0,0
0.074738275,58,0.0,0.374635285,5140.0,5,0.0,2,0.0,0.0,0
0.22672166,48,0.0,0.894705354,3342.0,6,0.0,2,0.0,0.0,0
0.981277593259,31,0.0,0.0,5400.0,0,0.0,0,0.0,0.0,0
0.981277593259,34,0.0,0.0,5400.0,0,0.0,0,0.0,3.0,1
0.254270267,58,0.0,0.496077248,4970.0,13,0.0,1,0.0,2.0,0
0.102642746,28,0.0,0.199500208,2400.0,9,0.0,0,0.0,0.0,0
0.034059498,66,0.0,0.179394177,10200.0,26,0.0,2,0.0,1.0,0
0.006841745,80,0.0,3.0,5400.0,3,0.0,0,0.0,0.0,0
0.0,26,0.0,0.000639898,6250.0,3,0.0,0,0.0,0.0,1
0.353725015,50,0.0,151.0,5400.0,13,0.0,0,0.0,0.0,0
0.981277593259,44,0.0,0.0,2200.0,0,0.0,0,0.0,3.0,1
0.939255062,66,0.0,0.418103448,4175.0,7,0.0,1,0.0,0.0,0
0.0,34,1.0,0.399250234,3200.0,9,0.0,1,0.0,0.0,0
0.015726796,51,0.0,1267.0,0.0,8,0.0,2,0.0,0.0,0
0.0,43,0.0,0.00079968,2500.0,5,0.0,0,0.0,0.0,0
0.075497641,51,0.0,1267.0,5400.0,8,0.0,2,0.0,0.0,0
0.0,26,0.0,0.010598032,1320.0,3,0.0,0,0.0,0.0,1
0.981277593259,76,0.0,0.28340791,10750.0,20,0.0,9,0.0,0.0,0
0.126082112,57,0.0,1.364701827,2900.0,9,0.0,2,0.0,2.0,0
0.981277593259,21,0.0,0.0,820.0,1,0.0,0,0.0,0.0,0
0.06622869,67,0.0,0.248717423,10750.0,17,0.0,2,0.0,0.0,0
0.400254534,51,0.0,0.336793835,10750.0,6,0.0,3,0.0,3.0,0
0.043664944,72,0.0,35.0,5400.0,4,0.0,0,0.0,0.0,0
0.129886852,67,0.0,0.231332357,4097.0,6,0.0,1,0.0,0.0,0
0.0,27,0.0,0.227934876,3500.0,5,0.0,0,0.0,2.0,0
0.097112861,40,0.0,139.0,5400.0,3,0.0,0,0.0,1.0,0
0.886002886,33,0.0,0.664359329,6500.0,7,0.0,2,0.0,1.0,0
0.981277593259,42,1.0,0.0,5400.0,1,0.0,0,0.0,3.0,0
0.0,61,0.0,9.46e-05,10575.0,6,0.0,0,0.0,0.0,0
0.0,47,0.0,0.451711662,3592.0,6,0.0,2,0.0,2.0,0
0.027461516,34,0.0,0.007859235,10750.0,8,0.0,0,0.0,0.0,0
0.064605989,72,0.0,0.214598175,8000.0,6,0.0,2,0.0,0.0,0
0.965544826,34,0.0,0.308338332,5000.0,6,0.0,0,0.0,3.0,1
0.16879156,56,0.0,1267.0,5400.0,3,0.0,2,0.0,0.0,0
0.156113055,38,0.0,0.256974303,10000.0,5,0.0,1,0.0,2.0,0
0.001580594,69,0.0,1.0,5400.0,3,0.0,0,0.0,0.0,0
0.157589438,60,0.0,0.929049531,8216.0,13,0.0,4,0.0,1.0,0
0.981277593259,50,1.0,0.0,5400.0,0,0.0,0,0.0,0.0,1
0.117225292,60,1.0,0.209751244,5024.0,7,0.0,1,0.0,0.0,0
0.981277593259,27,1.0,0.14595135,3000.0,4,0.0,0,0.0,0.0,0
0.024861212,74,1.0,0.375059495,2100.0,7,0.0,0,0.0,0.0,0
0.056819399,55,0.0,1267.0,5400.0,5,0.0,1,0.0,0.0,0
0.145689951,39,0.0,0.524337817,7210.0,22,0.0,4,0.0,3.0,0
0.024935065,62,0.0,0.271796513,6250.0,11,0.0,1,0.0,0.0,0
0.040533311,69,0.0,0.397148009,6100.0,7,0.0,1,0.0,0.0,0
0.909976303,55,0.0,0.681616833,5417.0,19,0.0,2,0.0,0.0,0
0.008584543,49,0.0,0.215432896,10750.0,7,0.0,1,0.0,0.0,0
0.981277593259,36,0.0,0.512851897,2450.0,9,0.0,0,0.0,1.0,1
0.256920004,47,0.0,1.869224534,3700.0,10,0.0,1,0.0,1.0,0
0.069939209,36,0.0,0.098380324,5000.0,7,0.0,0,0.0,0.0,0
0.0,56,0.0,0.37450008,6250.0,5,0.0,1,0.0,0.0,0
0.981277593259,80,0.0,0.0,5400.0,2,0.0,0,0.0,0.0,0
0.183023342,58,0.0,0.376174922,10750.0,4,0.0,2,0.0,2.0,0
0.911688217,41,0.0,0.810780875,5416.0,6,0.0,2,0.0,0.0,0
0.10919454,64,0.0,0.198384201,3341.0,3,0.0,1,0.0,0.0,0
0.647721292,49,1.0,0.266565695,5281.0,8,0.0,0,0.0,1.0,1
0.981277593259,28,1.0,0.37099359,1247.0,2,0.0,0,0.0,2.0,1
0.981277593259,51,1.0,0.396767156,10083.0,7,0.0,2,0.0,2.0,0
0.47125277,52,0.0,0.859328812,5750.0,17,0.0,2,0.0,2.0,0
0.002222099,39,0.0,1267.0,5400.0,7,0.0,2,0.0,0.0,0
0.358928214,36,0.0,121.0,5400.0,4,0.0,0,0.0,0.0,0
0.850299401,73,0.0,540.0,5400.0,2,0.0,0,0.0,0.0,0
0.283472444,61,0.0,0.755387002,5800.0,22,0.0,2,0.0,3.0,0
0.336538871,65,0.0,0.239903846,8319.0,9,0.0,2,0.0,2.0,0
0.498465092,65,0.0,0.833047652,5833.0,18,0.0,2,0.0,2.0,0
0.016287181,61,0.0,0.007998,4000.0,7,0.0,0,0.0,0.0,0
0.03179894,45,0.0,28.0,5400.0,2,0.0,0,0.0,0.0,0
0.101989967,38,0.0,672.0,5400.0,6,0.0,0,0.0,2.0,0
0.278703667,32,0.0,0.788538427,2250.0,7,0.0,2,0.0,1.0,1
0.903760492,61,0.0,0.308211027,10083.0,8,0.0,1,0.0,2.0,0
0.981277593259,36,1.0,0.267665953,1400.0,5,0.0,0,0.0,0.0,0
0.018065186,77,0.0,0.382069543,2386.0,5,0.0,0,0.0,0.0,0
0.0,80,0.0,0.0,1500.0,8,0.0,0,0.0,0.0,0
0.39920264,36,0.0,0.115739484,7369.0,9,0.0,0,0.0,0.0,0
0.346982651,64,0.0,0.676092545,3500.0,8,0.0,1,0.0,0.0,0
0.0,58,0.0,1267.0,5400.0,5,0.0,0,0.0,0.0,0
0.013574112,60,0.0,0.711075819,10750.0,11,0.0,3,0.0,0.0,0
0.025848708,62,0.0,0.081774844,8180.0,3,0.0,2,0.0,0.0,0
0.314595927,63,1.0,0.338830585,3334.0,11,0.0,1,0.0,1.0,1
0.008722083,43,0.0,0.500967534,4650.0,6,0.0,2,0.0,1.0,0
0.0,37,0.0,0.262573743,10000.0,9,0.0,1,0.0,1.0,0
0.166814641,62,0.0,0.349053395,8820.0,15,0.0,1,0.0,1.0,0
0.881065151,46,1.0,1.103563189,3900.0,11,0.0,2,0.0,3.0,1
0.432017494,51,0.0,0.126638525,4500.0,8,0.0,0,0.0,1.0,0
0.008479774,45,0.0,0.353520926,7000.0,6,0.0,1,0.0,3.0,0
0.365766706,52,0.0,1267.0,5400.0,7,0.0,2,0.0,0.0,0
0.032858043,57,1.0,0.576308367,3190.0,18,0.0,2,0.0,0.0,1
0.981277593259,40,1.0,0.211255535,7000.0,11,0.0,0,0.0,1.0,0
